ISBN,Type,Title,Author,Publisher,Genre,Format,Unit Price,Publication Date,Pages,Length,Narrator,Rating
978-0-274-05909-6,eBook,Issue perform line,Kayla Gill,Joffe Books,LGBTQ+,Digital,32.17,06/03/1988,236,,,2.37
978-1-167-36798-4,Book,May bad what sometimes commercial,Krista Benson,Penguin Books,Action,Paperback,20.81,19/07/1952,224,,,3.21
978-1-214-48021-5,Book,Picture might stuff service,Mary Ramos,Random House,Science Fiction,Hardback,20.03,11/12/1986,176,,,3.13
978-1-86373-965-8,Book,Director eye walk compare set,Kim Parks,Bloomsbury,Comedy,Paperback,21.31,27/04/1989,232,,,0.06
978-0-531-95609-0,Book,Rest bad cause,Dwayne Moyer,Transworld,Period Drama,Paperback,21.6,03/03/1976,77,,,2.76
978-1-272-59103-8,Magazine,Material together past want reach save,Erin Campos,Puffin Books,Poetry,Paperback,44.35,26/09/2015,223,,,3.22
978-1-55728-545-4,Book,Can take play compare,Tracy Ruiz,Cambridge University Press,Memoir and Autobiography,Paperback,22.71,17/07/1972,67,,,2.53
978-0-7288-0214-8,Book,Next simply old beyond list,Donald Webb,Pearson,Adventure Fiction,Hardback,96.58,05/02/1948,75,,,2.26
978-0-287-11719-6,Magazine,I staff cover,Manuel Holmes,Cambridge University Press,Horror,Hardback,20.76,11/08/1984,292,,,1.72
978-0-406-23207-6,AudioBook,By she game,Michael Guzman,Puffin Books,Horror,Audio,18.11,29/05/1950,0,02:37,Nigel Planer,0.52
978-1-01-244525-6,Magazine,Stand or through perhaps position,Cindy Acosta,Random House,Romance,Hardback,37.05,19/05/2014,124,,,3.48
978-0-9823210-4-1,Book,Describe teach site expect six discover,Jennifer Taylor,Penguin Books,Comedy,Paperback,20.2,15/02/1962,206,,,3.65
978-1-06-202568-2,Book,Strategy always way,Robert Elliott,Bloomsbury,Travel,Hardback,28.75,06/10/2004,197,,,0.97
978-0-627-26261-6,AudioBook,Human write lot act religious material,Monica Wilson,Harper Collins,Politics and Satire,Audio,30.82,26/02/1974,0,12:39,Stephen Fry,1.47
978-0-274-42992-9,Book,Hour report maybe part foreign my,Phillip Wagner,Hachette Livre,Adventure Fiction,Hardback,22.79,10/09/1970,267,,,4.79
978-0-250-22040-3,Book,With plant wind kid civil,George Patton,Bloomsbury,Religion and Spirituality,Paperback,24.7,17/04/1970,186,,,3.21
978-0-491-65608-5,Magazine,Attention current low itself,Paula Garcia,Bloomsbury,Travel,Paperback,14.45,20/10/1988,193,,,1.7
978-1-185-20897-9,Book,National little some because citizen sell,Jasmine Cowan,Transworld,LGBTQ+,Paperback,23.2,25/08/2010,173,,,1.86
978-1-78293-468-4,Book,Civil so theory short feeling kind,Donald Flynn,Cambridge University Press,Comics,Paperback,24.58,25/09/2013,218,,,2.63
978-1-136-18626-4,Book,Support example care,Justin Collins,Hachette Livre,Memoir and Autobiography,Paperback,17.85,08/04/1952,177,,,2.09
978-0-86662-885-3,Book,Star others hair add,Robert Bailey,Corner Stone,True Crime,Hardback,27.13,07/02/1968,166,,,3.64
978-0-442-69770-9,AudioBook,Consumer born growth little develop green,Christopher Morales,Pearson,Cooking,Audio,22.65,14/05/1972,0,04:55,Kemmofer Ikeda,2.64
978-0-335-26161-1,Book,College run important his travel,Michael Torres,Hachette Livre,Crime Fiction,Paperback,23.52,30/08/1951,244,,,2.01
978-1-281-51531-5,Book,Memory material start,Michael Wilson,Transworld,Romance,Hardback,14.13,22/10/1940,199,,,1.49
978-1-77815-555-0,Magazine,This tell lead feel,Marilyn Hansen,Pearson,Period Drama,Hardback,10.85,06/03/2011,167,,,2.33
978-1-4011-2159-4,Book,Article military establish hair inside tell,Juan White,Hachette Livre,Young Adult,Hardback,21.25,09/07/2011,206,,,3.67
978-1-953025-22-7,Book,Difficult forget learn together civil hold,Megan Myers,Joffe Books,Comics,Hardback,38.7,22/04/1976,250,,,2.87
978-0-7085-5495-1,eBook,Candidate wind want after perhaps,James Bradley,Harper Collins,Travel,Digital,18.63,12/03/2009,197,,,1.99
978-0-921335-78-8,Book,Each identify positive,Lisa Andersen,Harper Collins,Reference Book,Paperback,52.68,25/10/1951,99,,,1.54
978-0-524-49959-7,Book,Key other lay coach that,Joshua Cochran,Pearson,Gardening and Nature,Hardback,18.69,11/05/2014,163,,,2.43
978-1-950001-16-3,Magazine,Five each start,Ronald Jones,Corner Stone,History,Paperback,31.98,14/11/1950,218,,,4.11
978-1-4065-1306-6,Book,Two animal small show over,Sierra Singleton,Joffe Books,Politics and Satire,Paperback,71.15,09/08/1998,245,,,2.8
978-0-481-56224-2,Book,Apply activity expect,Megan Lee,Severn House,Memoir and Autobiography,Hardback,27.41,25/12/2001,171,,,2.91
978-0-302-34695-2,eBook,Where mother bit,Valerie Freeman,Penguin Books,Memoir and Autobiography,Digital,19.75,10/08/1997,220,,,2.17
978-1-343-47769-8,Book,West brother mean option worker nor,Katherine West,Bloomsbury,Cooking,Hardback,33.82,06/02/1995,187,,,1.57
978-1-74477-528-7,Book,Final outside similar still work everything,Gabriel Wagner,Random House,True Crime,Hardback,23.43,12/09/1961,166,,,2.86
978-1-234-99649-9,Book,Final catch pick every make,Angela Gill,Bloomsbury,True Crime,Hardback,168.05,03/10/1975,168,,,1.7
978-0-554-64608-4,Book,Opportunity center center help person,Teresa Robinson,Random House,Poetry,Paperback,39.67,12/01/1977,225,,,1.76
978-0-07-141102-8,eBook,Expert would including treat generation,Robert Meyers,Puffin Books,Science Fiction,Digital,50.55,18/11/2000,137,,,2.48
978-0-9755244-6-6,Book,By election pattern prove now yes case,Kelly Valdez,Penguin Books,True Crime,Paperback,45.85,16/08/1940,291,,,3.43
978-0-904537-23-9,Book,She second between,Jim Mack,Joffe Books,Comedy,Paperback,24.96,16/11/1990,328,,,0.53
978-1-988457-22-2,Book,Old strategy could,Brandy Moore,Bloomsbury,Romance,Hardback,23.6,01/03/2006,205,,,1.6
978-0-7996-1224-0,Book,Clearly left respond find different firm,Lauren Long,Transworld,Politics and Satire,Paperback,40.22,20/03/1964,152,,,2.81
978-1-901041-84-2,Book,Walk long top soldier hair common,Adrienne Austin,Random House,Romance,Paperback,40.4,29/09/1975,170,,,2.89
978-0-17-382619-5,Book,Great prepare establish,John Matthews,Severn House,Fantasy,Hardback,11.85,19/08/2007,205,,,2.95
978-0-477-47751-2,Book,About instead road available see employee,Ashley Wilson,Cambridge University Press,Action,Hardback,25.53,21/01/1979,204,,,2.76
978-1-105-62421-6,Book,Bed window mother,Michelle Montes,Penguin Books,Gardening and Nature,Hardback,30.26,04/03/2002,213,,,1.48
978-0-01-304391-1,Book,Common agent try medical add station,Lisa Hines,Joffe Books,Gardening and Nature,Paperback,17.71,25/05/1972,230,,,1.86
978-1-298-38715-8,Book,Nature answer bed deep,William Wilson,Random House,Action,Paperback,16.6,20/09/1974,270,,,1.63
978-0-644-26844-8,Book,Fund law within show effect,Melissa Rose,Random House,Classic Fiction,Paperback,27.65,10/11/1970,171,,,2.22
978-0-7734-8029-2,AudioBook,Church language rock,Zachary Wheeler,Puffin Books,Politics and Satire,Audio,11.32,16/11/2012,0,04:27,Bahni Turpin,3.55
978-0-7774-9384-7,Book,Station address particular wrong act,Gabriella Gross,Penguin Books,Horror,Paperback,184.65,22/04/2010,188,,,2.81
978-0-7262-1590-2,Magazine,Resource simple step,Donna Morales,Joffe Books,Horror,Hardback,28.03,23/01/1989,127,,,2.0
978-1-258-77553-7,Magazine,Treatment possible few shake event good,Katherine Guerrero,Transworld,Travel,Paperback,11.19,07/11/1971,219,,,2.69
978-0-7691-1544-3,Magazine,Test material teacher,Stephen Cowan,Hachette Livre,Comedy,Paperback,11.38,25/03/1950,207,,,1.62
978-0-7064-7690-3,Book,Few system low keep share test,Sara James,Transworld,Science Fiction,Paperback,10.3,02/06/1990,247,,,2.75
978-0-297-07811-1,eBook,Light degree good feel family,Troy Sawyer,Pearson,Poetry,Digital,36.76,27/08/1967,222,,,2.27
978-1-9847-2915-6,AudioBook,Sense animal want keep,Timothy Odom,Faber & Faber,Romance,Audio,27.98,12/02/1950,0,09:20,Bahni Turpin,2.49
978-1-67638-906-4,AudioBook,Sit well spend whether either,Peter Griffin,Pearson,Science Fiction,Audio,21.82,02/09/1993,0,12:50,Stephen Fry,2.48
978-0-03-308309-6,Book,Reveal safe push person,Donna Stout,Pearson,Young Adult,Paperback,10.82,09/05/2008,180,,,1.17
978-0-03-677512-7,Book,Various during general whose care,Garrett Huffman,Hachette Livre,Action,Paperback,14.62,03/09/2014,122,,,1.42
978-0-640-33492-5,Book,Sound song provide many,Jennifer Fuller,Cambridge University Press,Action,Hardback,25.26,11/09/1986,188,,,2.38
978-1-74106-762-0,AudioBook,About management service benefit,Ashley Berry,Severn House,Period Drama,Audio,67.23,10/06/1990,0,04:31,Jim Dale,2.06
978-0-623-50780-3,Book,Address seem rest middle,Leslie Russell,Cambridge University Press,Cooking,Hardback,15.91,16/05/1961,121,,,2.44
978-1-5334-8084-2,Book,Cover lawyer cost age education key,Jeffrey Walton,Penguin Books,Young Adult,Paperback,30.82,12/03/2001,256,,,2.65
978-1-124-77014-7,Book,Change mention detail truth summer,Kristin Wilson,Faber & Faber,Period Drama,Paperback,20.31,22/01/1979,169,,,2.37
978-1-5374-5349-1,Book,Three still reveal,Todd Espinoza,Corner Stone,True Crime,Hardback,81.89,19/07/1955,268,,,1.71
978-1-145-37770-7,Book,Hear five president light send with,Peter Washington,Faber & Faber,LGBTQ+,Hardback,68.61,12/12/1994,203,,,1.66
978-1-82337-597-1,Book,Herself play matter subject,Justin Delacruz,Cambridge University Press,Gardening and Nature,Hardback,20.01,13/05/1986,252,,,3.95
978-1-62286-258-0,AudioBook,Stock part phone fish agree,Michael May,Corner Stone,LGBTQ+,Audio,24.0,03/09/2006,0,03:05,Nigel Planer,3.93
978-1-988352-66-4,Book,Thing simply college key what plan,Brittany Hoffman,Puffin Books,Reference Book,Hardback,22.63,23/07/1976,265,,,2.12
978-1-4729-1505-4,Book,Cell learn cold,Robert Hines,Penguin Books,Cooking,Paperback,87.63,02/05/1963,219,,,2.25
978-1-158-32237-4,Book,Writer and on none lead,Denise Wells,Pearson,Religion and Spirituality,Paperback,130.87,15/02/1961,131,,,1.36
978-1-4669-3960-8,AudioBook,East close man idea,Megan Jackson,Bloomsbury,Memoir and Autobiography,Audio,25.81,20/01/1996,0,05:07,Jim Dale,2.92
978-0-929862-45-3,eBook,Me way task experience result,Timothy Sandoval,Bloomsbury,History,Digital,12.67,11/06/2005,167,,,3.49
978-1-183-34395-5,Book,Also daughter cultural,Zachary Hansen,Severn House,Action,Paperback,15.76,09/04/1971,234,,,3.04
978-1-197-68613-0,Book,Myself meet war,Jesse Garcia,Cambridge University Press,Cooking,Hardback,71.5,14/09/1950,102,,,1.15
978-1-4060-0179-2,Book,Work where response then,Kelly Walker,Joffe Books,Adventure Fiction,Hardback,42.08,05/06/1999,205,,,3.59
978-1-58593-602-1,AudioBook,Reflect thank base fast letter,Jamie Castillo,Cambridge University Press,Comedy,Audio,20.26,11/07/1971,0,02:50,Wil Wheaton,1.25
978-1-4302-3833-1,Book,Quickly pattern blue effect music,Julie Rojas,Puffin Books,Politics and Satire,Paperback,11.36,25/06/1948,185,,,1.56
978-1-162-65428-7,Book,Shoulder world now language,Michelle Singh,Faber & Faber,Fantasy,Hardback,18.59,20/09/1970,269,,,2.19
978-1-351-34940-6,Book,Sign century fast party shoulder common east,Lynn Kim,Transworld,Poetry,Paperback,81.77,07/06/2005,242,,,4.29
978-0-200-05431-7,Book,After out bag full,Matthew Crosby,Severn House,Religion and Spirituality,Hardback,14.02,22/03/1943,173,,,1.42
978-1-885249-19-7,eBook,Professor stage quite answer,Steve Jensen,Joffe Books,Period Drama,Digital,19.24,11/08/1954,142,,,2.67
978-0-03-730316-9,Magazine,Leave former pretty recent,Kurt Finley,Transworld,Science Fiction,Hardback,24.21,04/04/1958,276,,,2.86
978-1-167-56544-1,eBook,Structure president people economy score character,Jade Robles,Harper Collins,Children,Digital,44.57,21/06/1947,228,,,2.42
978-1-82335-843-1,eBook,Trouble section head treatment admit,Kimberly Paul,Bloomsbury,History,Digital,20.16,06/04/1999,248,,,1.28
978-0-7797-0249-7,Book,Property dinner responsibility,Alexander Jones,Harper Collins,Religion and Spirituality,Paperback,68.58,29/11/2014,297,,,3.5
978-1-72266-063-5,Book,Film ok common,Denise Wilson,Transworld,Crime Fiction,Hardback,29.73,15/06/1995,191,,,2.49
978-1-5083-3181-0,Book,Avoid strategy maintain assume believe question,Jeffrey Miller,Harper Collins,Travel,Hardback,24.0,19/10/1964,272,,,1.23
978-1-65343-504-3,Magazine,Language I growth,Robert Williams,Transworld,Classic Fiction,Paperback,15.9,18/08/1941,262,,,3.16
978-0-7274-7822-1,Book,Trade scene camera produce try now,Michelle Levine,Joffe Books,Action,Paperback,11.17,02/08/1946,219,,,1.94
978-1-878902-70-2,Book,This billion necessary run card art,Darren Gardner,Bloomsbury,LGBTQ+,Hardback,19.87,21/07/1989,144,,,3.69
978-1-07-727420-4,Book,Against give month receive through network image,Brian Day,Faber & Faber,Romance,Hardback,21.36,13/02/1998,78,,,2.6
978-0-7553-1526-0,Magazine,Impact economic issue best business,Michael Johnson,Pearson,Crime Fiction,Paperback,93.6,12/08/2001,208,,,2.81
978-0-422-28871-2,Book,Last light fly gun,Michael Washington,Hachette Livre,Cooking,Paperback,35.82,21/09/1962,161,,,2.87
978-1-367-43092-1,AudioBook,Simple important long right court campaign,Nicole Mcdowell,Corner Stone,Poetry,Audio,18.88,20/02/1968,0,02:11,Nigel Planer,3.48
978-0-332-82278-5,Book,Option economy team ball,Kevin Russell,Cambridge University Press,Gardening and Nature,Hardback,13.03,13/03/1949,260,,,4.15
978-1-65718-196-0,Book,Information course eat local,Robert Maldonado,Penguin Books,Reference Book,Paperback,23.0,19/07/1991,230,,,1.86
978-0-9650131-2-3,Book,Argue natural computer,Jim Maldonado,Random House,Adventure Fiction,Paperback,20.93,14/05/1971,185,,,1.89
978-1-896481-24-1,eBook,What well dog guy run,Joseph Ferrell,Severn House,Romance,Digital,82.81,19/09/1954,211,,,2.48
978-1-937381-97-4,Magazine,Among go child deep find,Samuel Harrison,Corner Stone,Religion and Spirituality,Hardback,21.94,02/03/1958,129,,,2.4
978-1-957393-14-8,Book,Source staff single security throughout,Alyssa Norton,Transworld,Young Adult,Hardback,22.65,26/02/1946,208,,,3.47
978-1-348-95232-9,Magazine,Represent plan compare manager,Melanie Davis,Random House,Period Drama,Hardback,17.78,11/07/1940,241,,,2.69
978-1-258-71120-7,Book,Voice fly outside save stay,Leah Cruz,Joffe Books,Religion and Spirituality,Paperback,22.99,21/07/1993,193,,,3.52
978-1-348-27959-4,Book,All sell themselves,Alexander Fox,Harper Collins,Poetry,Hardback,37.66,06/03/1960,288,,,3.09
978-0-86055-918-4,Book,Those news property community picture,Rachel Boyer,Penguin Books,Comics,Hardback,30.78,25/01/1964,200,,,1.26
978-0-7623-6004-8,Magazine,Move apply matter these report,Christina Coleman,Pearson,Young Adult,Paperback,12.9,20/10/1997,157,,,2.43
978-0-499-13927-6,Book,Owner edge suggest,James Chapman,Harper Collins,Reference Book,Paperback,30.54,29/09/1998,225,,,3.81
978-1-904783-89-3,Book,His among radio medical financial,Samuel Rogers,Faber & Faber,Memoir and Autobiography,Hardback,40.04,24/07/1959,318,,,1.9
978-1-67602-981-6,eBook,Inside administration enjoy use head himself,Jason Brewer,Severn House,Classic Fiction,Digital,19.49,09/11/1962,257,,,1.98
978-0-8125-0115-5,eBook,Series them world,Robert Cruz,Penguin Books,Memoir and Autobiography,Digital,24.08,25/08/1954,194,,,3.07
978-0-246-54124-6,Magazine,Close leader agreement yes,Timothy Peters,Puffin Books,Horror,Hardback,50.53,03/07/1953,124,,,2.9
978-0-89627-686-4,Book,East movie reach,Heidi Silva,Corner Stone,Science Fiction,Hardback,23.81,28/03/1983,283,,,3.13
978-1-81441-020-9,Book,Heavy computer party participant since,April Smith,Puffin Books,Travel,Hardback,103.06,09/05/2004,157,,,2.13
978-0-87955-524-5,Book,Dark daughter enjoy evening,Tyler Mathews,Severn House,Poetry,Hardback,82.24,02/07/1982,248,,,2.23
978-1-4435-8130-1,eBook,Same school purpose history attorney,Christina Mcguire,Hachette Livre,Fantasy,Digital,79.12,16/08/1964,246,,,1.84
978-0-88309-893-6,Book,Less choice agreement realize peace television,Sarah Powell,Penguin Books,Religion and Spirituality,Hardback,13.42,31/12/1995,184,,,3.01
978-0-87688-882-7,Book,Job service nothing fish,Jonathan Powell,Puffin Books,Science Fiction,Hardback,63.82,18/07/2007,161,,,3.24
978-1-69689-974-1,Book,Move Republican heavy,Thomas Stevens,Hachette Livre,Thriller,Hardback,137.93,11/10/1970,307,,,2.89
978-1-69575-753-0,Book,Organization like rule agree,Andrew Hinton,Penguin Books,Cooking,Paperback,175.82,28/08/1991,173,,,1.76
978-0-657-07004-5,eBook,Treat people me financial hope stuff,Elizabeth Daniel,Puffin Books,Poetry,Digital,22.2,02/11/1949,226,,,2.53
978-1-62082-796-3,Book,Pay our should by campaign myself,Kevin Barnes,Faber & Faber,LGBTQ+,Hardback,10.14,07/02/1988,177,,,1.24
978-0-8342-5311-7,Book,Game black life,Kelsey Montgomery,Penguin Books,Crime Fiction,Paperback,48.75,26/06/1946,194,,,1.54
978-0-07-245896-1,Book,Card kid American few,Ronald Cruz,Transworld,Crime Fiction,Hardback,11.55,03/06/1961,168,,,2.34
978-1-09-518003-7,AudioBook,Parent use finish himself why,Emily Jefferson,Puffin Books,Horror,Audio,41.57,20/07/1946,0,05:54,Bahni Turpin,3.86
978-1-04-527182-2,eBook,Raise example painting why,Dylan Cowan,Transworld,Romance,Digital,29.0,06/06/2014,198,,,1.11
978-1-5394-4474-9,eBook,Claim less we writer expect,Angel Farmer,Hachette Livre,Cooking,Digital,23.6,13/03/2010,226,,,2.02
978-1-396-87833-6,eBook,Film way two role,Mary Prince,Cambridge University Press,Horror,Digital,13.47,24/02/1981,169,,,2.14
978-0-916217-41-9,Book,Need past themselves,Erica Valenzuela,Faber & Faber,Young Adult,Hardback,23.19,22/02/1999,290,,,3.36
978-0-297-16567-5,Book,Term former owner concern note,Brian Wilson,Transworld,Reference Book,Hardback,24.26,22/07/1964,201,,,3.04
978-1-335-24123-8,Book,Director color note east prepare,Heidi Gonzalez,Transworld,Religion and Spirituality,Hardback,12.58,06/02/1971,192,,,2.48
978-0-07-861151-3,Book,Current admit chair team field tonight,Anna Strickland,Puffin Books,Adventure Fiction,Paperback,21.59,21/10/1959,165,,,3.23
978-1-86138-495-9,Book,Through read image serious foreign site,Margaret Oliver,Cambridge University Press,Science Fiction,Paperback,23.11,13/09/1966,199,,,2.65
978-0-07-001845-7,Book,Data race speech son,Hannah Norris,Pearson,Classic Fiction,Paperback,19.12,23/04/2010,249,,,2.61
978-1-03-801456-6,Book,As adult west yourself,Colin Martin,Severn House,Fantasy,Hardback,43.69,03/12/1975,224,,,2.72
978-1-175-02273-8,Book,Police debate meet fear,Russell Hernandez,Corner Stone,Romance,Hardback,20.56,04/04/2014,199,,,1.84
978-1-4151-7075-5,Magazine,Either parent adult clearly,Nathan Jones,Severn House,Crime Fiction,Paperback,44.5,08/03/1942,207,,,2.23
978-0-517-01353-3,Magazine,Administration win these various,Courtney Barton,Penguin Books,Reference Book,Hardback,83.51,25/06/1953,216,,,3.64
978-1-923950-98-6,Book,Interview right simple woman despite,Anthony Thompson,Bloomsbury,Comedy,Hardback,22.0,23/12/1943,177,,,2.88
978-0-660-65163-7,Book,Choose when now score word yard,David Delgado,Cambridge University Press,Politics and Satire,Hardback,18.96,29/10/1959,249,,,3.21
978-0-683-84159-6,Book,Thought authority wide over,Tammie Adams,Random House,True Crime,Paperback,20.97,25/01/1991,297,,,1.19
978-0-240-89926-8,Book,Season pass question,Carrie Smith,Bloomsbury,LGBTQ+,Hardback,12.91,11/03/1990,122,,,2.34
978-0-507-74203-0,Book,During paper foot,Paul Davila,Hachette Livre,Comics,Paperback,17.34,19/06/2008,112,,,2.23
978-0-9646007-6-8,Book,Impact western him garden wide tax,Renee Shepard,Severn House,Reference Book,Paperback,28.85,14/11/1945,257,,,0.9
978-1-353-97288-6,eBook,Certain black herself often strong,Sergio Jones,Cambridge University Press,Period Drama,Digital,10.16,26/03/1988,333,,,1.29
978-1-71980-652-7,Book,Good blue dog run produce human,Dustin Stewart,Transworld,Adventure Fiction,Paperback,23.1,09/10/1991,196,,,1.88
978-1-69390-285-7,Book,Operation movement production case growth moment,Eric Rivera,Severn House,Crime Fiction,Paperback,22.56,25/10/2012,280,,,1.29
978-0-334-14302-4,Book,Whose at reflect tree next,Ryan Curtis,Cambridge University Press,Adventure Fiction,Paperback,36.4,27/07/1954,244,,,2.73
978-1-58133-843-0,AudioBook,Life defense from stage,James Foster,Random House,True Crime,Audio,77.55,01/08/2016,0,00:19,Wil Wheaton,2.92
978-1-09-740579-4,eBook,Film full offer might executive process,Matthew Bishop,Hachette Livre,Comedy,Digital,14.08,21/06/2001,149,,,1.92
978-1-73042-810-4,Book,Fight girl general product generation,Xavier Compton,Joffe Books,Thriller,Paperback,23.31,05/03/1999,284,,,1.69
978-0-02-722803-8,Book,Leave administration produce however,Bobby Collins,Puffin Books,Horror,Hardback,18.27,30/01/1953,157,,,2.96
978-1-262-01723-4,Magazine,Sister own method method catch organization,Valerie Cox,Puffin Books,Romance,Paperback,20.3,22/01/2007,189,,,2.76
978-1-4683-4163-8,Book,Third example white building in,Nicholas Reese,Transworld,Comedy,Paperback,28.99,05/04/1951,156,,,1.63
978-0-278-90063-9,Magazine,Whose son skin create television,Shane Pierce,Cambridge University Press,Adventure Fiction,Paperback,18.18,01/10/2010,179,,,2.19
978-0-13-279172-4,Book,Those eight arrive clear,Cindy Matthews,Pearson,LGBTQ+,Hardback,38.96,10/10/1979,167,,,2.88
978-0-12-779374-0,Book,Condition ten seek,Kevin Norton,Corner Stone,Comedy,Paperback,66.32,15/07/1969,190,,,3.02
978-1-83115-072-0,Book,Attention offer future usually people,James Rodriguez,Faber & Faber,Politics and Satire,Paperback,37.97,24/09/1972,197,,,1.69
978-1-236-21188-0,AudioBook,Anything start especially energy best,Travis Brown,Severn House,Comedy,Audio,27.56,13/11/1972,0,10:06,Bahni Turpin,1.61
978-1-66019-377-6,Book,Campaign approach it,Christopher Hickman,Random House,Science Fiction,Hardback,30.0,12/10/1966,219,,,2.21
978-0-7656-8443-1,Book,Grow adult public,Sandra Reed,Joffe Books,Religion and Spirituality,Hardback,21.04,01/02/2004,202,,,2.95
978-1-4373-7938-9,eBook,Wrong me career suddenly,Michelle Johnson,Harper Collins,Romance,Digital,19.76,22/02/1963,220,,,2.2
978-1-269-68832-1,Book,Skin young understand,Jeremy Mcdonald,Hachette Livre,Thriller,Paperback,19.07,24/06/1982,226,,,3.4
978-1-952073-46-5,Book,Shake mention modern ago executive,Richard Davenport,Puffin Books,Horror,Hardback,24.44,13/11/1962,178,,,2.81
978-1-05-974476-3,Book,Know short popular,Beth Gray,Harper Collins,Romance,Paperback,18.26,27/08/2010,99,,,5.0
978-1-300-09153-0,Book,Sense bar positive,Christopher Gallagher,Hachette Livre,Comedy,Hardback,10.35,22/09/2006,190,,,2.41
978-1-934287-66-8,Book,Fine thing possible effort,Billy Hays,Corner Stone,Action,Hardback,12.99,09/05/2016,180,,,2.88
978-0-601-47133-1,Book,Single bank push find,Anthony Arnold,Cambridge University Press,Comics,Paperback,115.37,15/06/1993,123,,,2.97
978-0-623-99136-7,Book,Various box discuss,Ryan Lyons,Harper Collins,Poetry,Paperback,59.09,26/01/2004,314,,,1.79
978-0-8162-0396-3,Book,Action employee dinner performance election,Michelle Green,Pearson,Classic Fiction,Paperback,20.34,22/01/1951,138,,,2.11
978-1-67997-178-5,Book,Cost difficult environmental many whole,Teresa Edwards,Cambridge University Press,Crime Fiction,Hardback,107.66,03/04/1973,181,,,2.3
978-1-05-100511-4,Book,Well add quickly push,Kim Jacobs,Cambridge University Press,Fantasy,Hardback,24.98,21/08/1995,202,,,1.21
978-1-4049-2344-7,eBook,Better finally enough card born,Andrew Lee,Penguin Books,Reference Book,Digital,18.01,23/04/1952,215,,,3.05
978-1-7386395-4-0,Book,Notice down ok current statement throw,Christopher Moore,Hachette Livre,Travel,Paperback,29.95,25/08/1970,229,,,2.28
978-0-642-08547-4,Magazine,Cell nature doctor animal lawyer,Kristy Acosta,Puffin Books,Politics and Satire,Paperback,44.84,31/12/1977,180,,,1.35
978-0-7714-7483-5,Book,Stand manager could focus,Johnny Fisher,Joffe Books,Horror,Hardback,23.57,30/05/1998,217,,,2.01
978-0-7170-2378-3,Magazine,Media life guy he good beyond,Cynthia Walker,Hachette Livre,Action,Hardback,45.13,18/07/2005,194,,,4.18
978-0-560-54687-3,Book,Note tree politics feeling,Jacob Hanson,Bloomsbury,Crime Fiction,Paperback,18.34,21/03/2015,106,,,2.5
978-0-281-41444-4,Book,Anyone list we card,Abigail Hernandez,Transworld,Action,Hardback,63.28,05/04/1948,235,,,1.4
978-1-76937-811-1,Book,Continue can ever,Trevor Nichols,Severn House,Adventure Fiction,Hardback,21.66,20/05/1997,260,,,2.58
978-0-511-46880-3,Magazine,Join owner memory in charge,Jeffrey Freeman,Transworld,Comics,Paperback,16.04,02/12/1955,235,,,2.35
978-0-7081-5735-0,Book,Sell instead party,Regina Todd,Bloomsbury,Thriller,Paperback,17.66,05/05/2015,236,,,3.35
978-1-4159-9328-6,Book,Out civil play mouth everybody,Stephen Rogers,Corner Stone,Adventure Fiction,Hardback,21.49,12/04/1950,155,,,2.54
978-0-283-12054-1,Book,Rest without Republican,Michele Thomas,Bloomsbury,Adventure Fiction,Hardback,41.79,04/09/2001,183,,,1.0
978-0-395-63230-7,Magazine,Reveal compare his idea decade,Andrew Young,Corner Stone,History,Paperback,72.95,16/03/1954,160,,,2.52
978-0-89924-683-3,Book,Step program main area article,Bailey Bowen,Bloomsbury,Fantasy,Paperback,91.31,06/12/1970,235,,,2.38
978-0-900265-16-7,Book,Interest produce speak,Kathleen Mcdaniel,Pearson,Adventure Fiction,Hardback,58.68,01/04/2013,94,,,2.68
978-1-06-452908-9,Book,Ability pick fine,Michelle Wright,Puffin Books,Cooking,Hardback,19.88,17/08/1985,191,,,0.94
978-1-5263-4440-3,eBook,Cup five specific,David Rasmussen,Pearson,History,Digital,12.01,17/09/1963,218,,,1.13
978-0-207-57229-6,Book,Discussion camera indicate form,Judy Henry,Pearson,Science Fiction,Paperback,20.64,12/05/2001,171,,,2.39
978-0-11-160341-3,Book,Well there former drop,Joshua Velazquez,Transworld,Gardening and Nature,Paperback,78.91,04/06/1988,264,,,2.45
978-0-597-51834-8,Book,Recently quickly personal court win gas send,Brittany Williams,Random House,Comedy,Hardback,12.61,06/09/2007,226,,,2.32
978-1-80459-461-2,Book,Attack traditional itself market,Andrew Williams,Penguin Books,Action,Paperback,49.0,26/04/1990,167,,,1.99
978-1-02-123386-8,AudioBook,Develop significant scientist,Denise Jones,Bloomsbury,Memoir and Autobiography,Audio,22.24,03/01/1992,0,01:45,Nigel Planer,2.75
978-1-55460-767-9,Book,Write carry fast,Jessica Powers,Hachette Livre,Poetry,Paperback,15.94,25/11/2005,282,,,3.52
978-0-217-02494-5,Book,Five better matter window,Angela Peterson,Harper Collins,Comedy,Paperback,25.43,30/07/2003,209,,,3.23
978-1-75221-270-5,Book,Oil local successful,Caitlin Smith,Cambridge University Press,Reference Book,Paperback,20.85,05/05/1969,199,,,2.98
978-1-336-12338-0,Book,Situation whole political apply,Meagan Morales,Transworld,History,Paperback,42.49,11/07/1999,145,,,1.06
978-0-9843685-5-6,Book,Significant husband address different,Samuel Riggs,Corner Stone,Horror,Paperback,19.0,26/05/1993,233,,,3.32
